text,date,phase,source,cleaned_text
"Shout to Mrs. Zuniga's class at Canyon Springs High School and The Leadership & Law Preparatory Academy in North Las Vegas Nevada! Go Pioneers! #OneCanyon
Thank you for keeping us informed on Global issues. #Globalcitizenship",2025-09-15T13:33:17Z,after,youtube,shout to mrs zunigas class at canyon springs high school and the leadership law preparatory academy in north las vegas nevada go pioneers onecanyon thank you for keeping us informed on global issues globalcitizenship
I subscribed! My school is Payne junior high in queen Qreek AZ my teacher is Mr.Brady my mascot is a panther.,2025-09-15T02:16:12Z,after,youtube,i subscribed my school is payne junior high in queen qreek az my teacher is mrbrady my mascot is a panther
"Please vote for Ms Roths class at st Anthony elem ,GO WOLF PACK",2025-09-15T02:10:33Z,after,youtube,please vote for ms roths class at st anthony elem go wolf pack
Hi,2025-09-15T02:04:39Z,after,youtube,hi
"Can you please give a shout out to John S. McCain Elementary school in Buckeye, AZ.",2025-09-15T01:45:44Z,after,youtube,can you please give a shout out to john s mccain elementary school in buckeye az
"Hi Coy, I am a middle schooler at Payne Junior High School in Queen Creek, Arizona. My history teacher’s name is Mr.Brady and our mascot is a panther. LETS GO PANTHERS !!!🐾",2025-09-15T01:44:13Z,after,youtube,hi coy i am a middle schooler at payne junior high school in queen creek arizona my history teachers name is mrbrady and our mascot is a panther lets go panthers
Please shout out Frank Tillery elementary,2025-09-14T23:46:34Z,after,youtube,please shout out frank tillery elementary
"Hi, I am a student at Bales Intermediate school in Friendswood TX! Me, my classmates and my teacher (Ms. Elliot) would very much appreciate if you would give our school a shoutout. We watch your news every day and we enjoy it very much!",2025-09-14T23:42:08Z,after,youtube,hi i am a student at bales intermediate school in friendswood tx me my classmates and my teacher ms elliot would very much appreciate if you would give our school a shoutout we watch your news every day and we enjoy it very much
I’m a fan of u Ms pokasta class old orchard junior high school  Skokie Illinois go bulldogs,2025-09-14T23:35:43Z,after,youtube,im a fan of u ms pokasta class old orchard junior high school skokie illinois go bulldogs
Hi I am student at the Elizabeth city micro school. Please give us a shout out ❤,2025-09-14T23:22:29Z,after,youtube,hi i am student at the elizabeth city micro school please give us a shout out
"Please shout out STCA 9th Grade Class, in McAllen TX!!! That would mean so much for us, our geography teacher said if we get shouted out we get automatic 100’s in our Finals Exam! PLEAASEEE🙏🙏🙏",2025-09-14T23:15:22Z,after,youtube,please shout out stca th grade class in mcallen tx that would mean so much for us our geography teacher said if we get shouted out we get automatic s in our finals exam pleaaseee
I would love to shoutout Mrs Abbott at Chiles High School in Tallahassee FL!!! We watch every friday!,2025-09-14T22:48:16Z,after,youtube,i would love to shoutout mrs abbott at chiles high school in tallahassee fl we watch every friday
"Hello, I am a student from Rivercrest elementary I was wondering if my school could get a shout out my teacher would really appreciate it",2025-09-14T22:39:01Z,after,youtube,hello i am a student from rivercrest elementary i was wondering if my school could get a shout out my teacher would really appreciate it
Valleyview school shoutout plz,2025-09-14T22:29:36Z,after,youtube,valleyview school shoutout plz
Day 355 Cory pls Shout out Mr dickens at red oak middle school located in red oak North Carolina,2025-09-14T22:13:01Z,after,youtube,day cory pls shout out mr dickens at red oak middle school located in red oak north carolina
Hi coy could you please shout out mr dickens at red oak middle in nc,2025-09-14T22:13:00Z,after,youtube,hi coy could you please shout out mr dickens at red oak middle in nc
My class watches cnn 10 everyday can you plz do RCES elementary school IL Braidwood miss Michell’s class 5th grade plzzzzzzzz,2025-09-14T22:09:24Z,after,youtube,my class watches cnn everyday can you plz do rces elementary school il braidwood miss michells class th grade plzzzzzzzz
COY!!!! ITS OUR HOCO WEEK COULD YOU SHOUTOUT INDEPENDENCE HIGH SCHOOL IN FRISCO TEXAS? 💜 #goknights,2025-09-14T22:08:00Z,after,youtube,coy its our hoco week could you shoutout independence high school in frisco texas goknights
Can you please do a shut out  to mrs brown lisbon maine middle school,2025-09-14T21:54:23Z,after,youtube,can you please do a shut out to mrs brown lisbon maine middle school
HEYYY COY This is Mr Franklin and Ms Jinam from Kenilworth elementary in Arizona phenix school we have been watching your videos for a while now as a class Love from all of our studentss❤❤🎉 hey long time no shoutout😢,2025-09-14T21:11:17Z,after,youtube,heyyy coy this is mr franklin and ms jinam from kenilworth elementary in arizona phenix school we have been watching your videos for a while now as a class love from all of our studentss hey long time no shoutout
Can I have a shout out it would mean the world for my class Mrs chigani in cedar hills elementary,2025-09-14T21:08:40Z,after,youtube,can i have a shout out it would mean the world for my class mrs chigani in cedar hills elementary
"Miss Hendrix Longview Elementary in Phoenix, Arizona go Lancers",2025-09-14T20:47:48Z,after,youtube,miss hendrix longview elementary in phoenix arizona go lancers
