text,date,phase,source
I subscribed! My school is Payne junior high in queen Qreek AZ my teacher is Mr.Brady my mascot is a panther.,2025-09-15T02:16:12Z,after,youtube
"Please vote for Ms Roths class at st Anthony elem ,GO WOLF PACK",2025-09-15T02:10:33Z,after,youtube
Hi,2025-09-15T02:04:39Z,after,youtube
"Can you please give a shout out to John S. McCain Elementary school in Buckeye, AZ.",2025-09-15T01:45:44Z,after,youtube
"Hi Coy, I am a middle schooler at Payne Junior High School in Queen Creek, Arizona. My history teacher’s name is Mr.Brady and our mascot is a panther. LETS GO PANTHERS !!!🐾",2025-09-15T01:44:13Z,after,youtube
Please shout out Frank Tillery elementary,2025-09-14T23:46:34Z,after,youtube
"Hi, I am a student at Bales Intermediate school in Friendswood TX! Me, my classmates and my teacher (Ms. Elliot) would very much appreciate if you would give our school a shoutout. We watch your news every day and we enjoy it very much!",2025-09-14T23:42:08Z,after,youtube
I’m a fan of u Ms pokasta class old orchard junior high school  Skokie Illinois go bulldogs,2025-09-14T23:35:43Z,after,youtube
Hi I am student at the Elizabeth city micro school. Please give us a shout out ❤,2025-09-14T23:22:29Z,after,youtube
"Please shout out STCA 9th Grade Class, in McAllen TX!!! That would mean so much for us, our geography teacher said if we get shouted out we get automatic 100’s in our Finals Exam! PLEAASEEE🙏🙏🙏",2025-09-14T23:15:22Z,after,youtube
I would love to shoutout Mrs Abbott at Chiles High School in Tallahassee FL!!! We watch every friday!,2025-09-14T22:48:16Z,after,youtube
"Hello, I am a student from Rivercrest elementary I was wondering if my school could get a shout out my teacher would really appreciate it",2025-09-14T22:39:01Z,after,youtube
Valleyview school shoutout plz,2025-09-14T22:29:36Z,after,youtube
Day 355 Cory pls Shout out Mr dickens at red oak middle school located in red oak North Carolina,2025-09-14T22:13:01Z,after,youtube
Hi coy could you please shout out mr dickens at red oak middle in nc,2025-09-14T22:13:00Z,after,youtube
My class watches cnn 10 everyday can you plz do RCES elementary school IL Braidwood miss Michell’s class 5th grade plzzzzzzzz,2025-09-14T22:09:24Z,after,youtube
COY!!!! ITS OUR HOCO WEEK COULD YOU SHOUTOUT INDEPENDENCE HIGH SCHOOL IN FRISCO TEXAS? 💜 #goknights,2025-09-14T22:08:00Z,after,youtube
Can you please do a shut out  to mrs brown lisbon maine middle school,2025-09-14T21:54:23Z,after,youtube
HEYYY COY This is Mr Franklin and Ms Jinam from Kenilworth elementary in Arizona phenix school we have been watching your videos for a while now as a class Love from all of our studentss❤❤🎉 hey long time no shoutout😢,2025-09-14T21:11:17Z,after,youtube
Can I have a shout out it would mean the world for my class Mrs chigani in cedar hills elementary,2025-09-14T21:08:40Z,after,youtube
"Miss Hendrix Longview Elementary in Phoenix, Arizona go Lancers",2025-09-14T20:47:48Z,after,youtube
Hi this is gracie from ches in north little rock pls shot out my fourth grade teacher her name is mrs scoffner i dont know how to say it but pls shot out her and pls tell them I commented my name is gracie blake,2025-09-14T20:43:53Z,after,youtube
"I am a student at Kate Starr Kellogg Elementary Chicago, Illinois",2025-09-14T20:35:01Z,after,youtube
"HELLO IM SOPHIA, Can you shout out my Teacher Mr. Stark at Ferndale Middle School in Ferndale Michigan my whole class is trying to get him a shoutout this year and it would make his YEAR the best one yet!!!! [I love CNN 10 by the way!!! <3]",2025-09-14T20:33:30Z,after,youtube
"We would also love to get a shoutout here at dore school, in Chicago Illinois. We watch it every day.",2025-09-14T20:26:41Z,after,youtube
Syabu,2025-09-14T20:19:05Z,after,youtube
"Hello to anyone that sees this! I am a student from Fayetteville Elementary School in Chambersburg, PA. I am here to maybe get a chance for a shoutout for my school! Thank you.",2025-09-14T20:17:42Z,after,youtube
Mr fitts learn 9 charter campus,2025-09-14T20:03:40Z,after,youtube
"WHERES CORY WIRE!!!!!???? My whole class was sad cause we love Cory!! Can you please give our school a shout out!! Mr Holcombs 8th grade SS class!!! Elkin Middle School, Elkin NC❤❤",2025-09-14T20:01:07Z,after,youtube
"Hello Coy! I hope you are having a fantastic week/day! My name is Violet (student) from Licking Hights Middle School, my teachers name is Mr. Ramsey, period 6. Me. Ramsey said if we get you to say all of that (School, teacher, class, and my name) we would get extra credit and a pizza party! I hope you consider it and thank you!",2025-09-14T19:59:46Z,after,youtube
Hey cnn10 could you please shout me out in park streat intermediate state streat inside Grove city Ohio I'm a student by the way (we watch y'all everyday)!,2025-09-14T19:52:24Z,after,youtube
Pls shout out to chimechater middle school 24 day of asking😢,2025-09-14T19:41:59Z,after,youtube
Can you please talk about Iryna Zarutska the situation is so sad and not enough people know about it,2025-09-14T19:23:16Z,after,youtube
"Hi, I am not longer gettingthe newsletter ibn email. How can I sign up?",2025-09-14T19:17:36Z,after,youtube
Hey Coy!! Pls give a shoutout to Turtle Rock Elementary 5th graders in Ms.Mai’s class. Go turtle rockers!!,2025-09-14T19:17:09Z,after,youtube
Hi I’m from Mrs. Nemec ela class we love cnn and would love to get a shoutout from Belleville Wisconsin,2025-09-14T19:15:39Z,after,youtube
mrs T’s class petersen elementary school columbus wisconsin! please! we’ve watched cnn since carl hosted! ❤,2025-09-14T18:59:47Z,after,youtube
Shout out loganville middle school,2025-09-14T18:50:36Z,after,youtube
Did the case with you and your family and Wesson bodyguard movie with screen for the updatesc the case,2025-09-14T18:40:02Z,after,youtube
"Hi can coy please shout out Canarelli middle school in Las Vegas Vegas, Nevada? I’ve been trying to get a shout out for three years now it would be an honor to shout out Miss Graham Fike’s fifth period history class at Canarelli middle school Las Vegas.",2025-09-14T18:30:20Z,after,youtube
"When i was in nepal in 2023, i kept on seeing a lot of white foreigners especially in pokhara, i bumped into a girl their, i asked her where she was from, she told me she was an israeli soldier enjoying her vacation, she said that most israeli soldiers come to nepal after a period of service, their were LOADS of them.

I got mistaken for one of them, even though i am pakistani.

Why do you think the nepalese are rioting? Many of their politicians have been bought by the zionists.",2025-09-14T18:27:58Z,after,youtube
❤💗💖love all your videos!♥,2025-09-14T18:21:21Z,after,youtube
"May you please shout out Centerville middle school Fremont California, and I also SUBSCRIBED! THANK YOU SO MUCH!",2025-09-14T18:19:28Z,after,youtube
Pls shoutout my class mid helms I go to pike 4th grade and my School Central Elementary,2025-09-14T17:57:38Z,after,youtube
"Hello CNN 10 News! I am a Social Studies/Special Education teacher and all of my classes enjoy and look forward watching and discussing the various topics featured on CNN 10. My students look forward at the end if we get a shout out that would be cool for them. Please give a big shout to MR. AUSTIN'S SOCIAL STUDIES CLASSES AT WINDSOR LEARNING CENTER IN POMPTON LAKES, NJ!!! GO WILDCATS!!! Thank you for keeping us informed what is going on in the world!  Word of advice from the Broadway show ""Hamilton"", you RISE UP!",2025-09-14T17:48:02Z,after,youtube
"Shout out, Miss Redington Trinity Christian school, Greenville, North Carolina",2025-09-14T17:19:31Z,after,youtube
"Hey!, I've been watching u guys for a long time and can u shout out Millington Jr high? That whould be so cool 😅",2025-09-14T17:10:59Z,after,youtube
I'm a student from Mr Robbins class in Morris Middle school AL,2025-09-14T17:04:50Z,after,youtube
"Hi. I am a student at Portola Middle school, California. Can you shout out 2 of my friends if you can. If not just the whole school. If so can you comment on this so i can tell all classes to see. only the 8th graders watch CNN 10 so thanks. Ps: My name is the first 4 letters in my account. (Tomo)",2025-09-14T16:49:21Z,after,youtube
PLEASE PLEASE PLEASE SHOUTOUT LEFLER MIDDLE SCHOOL FOR MRS. ANDERSEN WE’VE BEEN BIG FANS FOR A LONG TIME AND THE SCHOOL HAS BEEN WATCHING YOU GUYS FOR YEARS,2025-09-14T16:48:26Z,after,youtube
Hi cnn10! I’m reaching out to you to say if you can give a shout out to my grandpa names Jerrell Massey. For the past week he has survived 5 heart attacks and I really want him to feel special. We watch you every day and it will be an Honer for you to give a shout out! We love you Cnn10!,2025-09-14T16:25:46Z,after,youtube
"Pls northport intermediate school ms Johnson’s class in Tuscaloosa, Alabama",2025-09-14T15:59:53Z,after,youtube
Can I get a shout out J.M. (Chick) Buckbee Juvenile Center in Augusta WV for Mr. Phillips class,2025-09-14T15:25:33Z,after,youtube
COY WIRE AND PLEASE CAN YOU DO A SHOUT OUT FOR Mr webers 1 hour civics at East Jordan high school  in East Jordan Michigan Go Red Devils,2025-09-14T15:02:53Z,after,youtube
When are you talking about Charlie,2025-09-14T14:14:39Z,after,youtube
Mrs. Pierces 7th grade class in Manasquan New Jersey,2025-09-14T13:48:47Z,after,youtube
"hi im a student from Rio Hondo Middle School , Texas Rio Hondo
my social studies class watches cnn 10 ever since the 3rd day of school may we please get a shoutout?",2025-09-14T13:11:32Z,after,youtube
"Hello! I am a student of Mrs. Meskimens class, and we would so so so love a shoutout and to receive one it would make our day!",2025-09-14T12:36:51Z,after,youtube
"Hi Coy! 👋 This is Sydney Loop from Boston, in Nicholas Traicoff’s U.S. History class. My shoutout vocab word is Ambition — a strong desire to do or achieve something, usually with determination and hard work. 💪 My school is North Andover High School! 🎓✨ Keep up the great work, Coy, and have an ambitious day everyone! 🙌 THIS IS CNN10! 🎉🔥📺",2025-09-14T12:11:31Z,after,youtube
Shout out for a special need class teacher Mrs Vianco school Avon High School oasis thanks,2025-09-14T12:03:29Z,after,youtube
He This is a student from Scott collegiate high school from regina Saskatchewan Canada we would like to have a shout out on one of your videos it would make our day We watch CNN 10 every health class in the beginning of class and it's supper fun Please and thank you,2025-09-14T10:06:10Z,after,youtube
This is rediculous!! That they banned social media!?!  What Nepal Nepo babies need to leave Nepal forever.,2025-09-14T06:34:24Z,after,youtube
I'm jackson Brennan please give my favorite teacher a shout out at rockford il legacy academy of excellence charter school,2025-09-14T06:20:59Z,after,youtube
Schoolcraft mrs kavpa 6th grade shout out pleaee,2025-09-14T06:19:11Z,after,youtube
Mrs ditmer  at canyons springs academy in anthem Arizona,2025-09-14T06:12:06Z,after,youtube
